ï»¿Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
6102615,The Breakfast Club,215,London,"33 D'Arblay Street, Soho, London W1F 8EU","D'arblay Street, Soho","D'arblay Street, Soho, London",-0.135463889,51.51481111,"American, Burger",40,Pounds(ï¿½ï¿½),No,No,No,No,3,4.5,Dark Green,Excellent,313
6113857,sketch Gallery,215,London,"sketch, 9 Conduit Street, Mayfair, London W1S 2XG","Conduit Street, Mayfair","Conduit Street, Mayfair, London",-0.141557,51.512669,"British, Contemporary",100,Pounds(ï¿½ï¿½),No,No,No,No,4,4.5,Dark Green,Excellent,148
6103922,Dishoom,215,London,"7 Boundary Street, Shoreditch, London E2 7JE","Boundary Street, Shoreditch","Boundary Street, Shoreditch, London",-0.076580556,51.52453611,"Indian, Cafe, Curry",55,Pounds(ï¿½ï¿½),No,No,No,No,3,4.5,Dark Green,Excellent,305
7600217,La Favorita,215,Edinburgh,"325-331 Leith Walk, Leith, Edinburgh EH6 8SA",Leith,"Leith, Edinburgh",-3.176858333,55.96466944,Italian,30,Pounds(ï¿½ï¿½),No,No,No,No,3,4.5,Dark Green,Excellent,329
17294279,The Bee's Knees,216,Augusta,"211 10th Street, Augusta, GA 30901",Augusta,"Augusta, Augusta",-81.97,33.4765,"International, Tapas, Vegetarian",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,631
17293301,Mama's Boy Restaurant,216,Athens,"197 Oak St, GA 30601",Athens,"Athens, Athens",-83.3654,33.9535,Southern,10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,849
17293281,Last Resort Grill,216,Athens,"184 W Clayton St, Athens, GA 30601",Athens,"Athens, Athens",-83.378273,33.957999,"American, Southern, Southwestern",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1821
6900674,Purnell's,215,Birmingham,"55 Cornwall Street, Colmore Business District, Birmingham B3 2DH",Colmore Business District,"Colmore Business District, Birmingham",-1.901843,52.483643,Contemporary,120,Pounds(ï¿½ï¿½),No,No,No,No,4,4.5,Dark Green,Excellent,265
17316751,The Hamburg Inn No. 2 Inc.,216,Cedar Rapids/Iowa City,"214 N Linn St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City",-91.531414,41.663849,"American, Breakfast, Burger",10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,488
17303670,Goldy's Breakfast Bistro,216,Boise,"108 S Capitol Blvd, Boise, ID 83702",Boise,"Boise, Boise",-116.2023,43.6149,"Breakfast, Sandwich",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879
6104220,Roti Chai,215,London,"3 Portman Mews South, Marble Arch, London W1H 6HS","Portman Mews South, Marble Arch","Portman Mews South, Marble Arch, London",-0.155732,51.514641,"Indian, Street Food",45,Pounds(ï¿½ï¿½),Yes,No,No,No,3,4.5,Dark Green,Excellent,367
17303465,Bardenay,216,Boise,"610 W Grove St, Boise, ID 83702",Boise,"Boise, Boise",-116.2019,43.6138,"American, Bar Food",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879
6800908,Mughli,215,Manchester,"30 Wilmslow Road, Rusholme, Manchester M14 5TQ",Rusholme,"Rusholme, Manchester",-2.225333333,53.456,"Indian, Curry",35,Pounds(ï¿½ï¿½),No,No,No,No,2,4.5,Dark Green,Excellent,110
6800892,Gaucho,215,Manchester,"2A St Mary's Street, Spinningfields, Manchester M3 2LB",Spinningfields,"Spinningfields, Manchester",-2.247633,53.482261,"Argentine, American",80,Pounds(ï¿½ï¿½),No,No,No,No,4,4.5,Dark Green,Excellent,602
6201360,Paper Moon,166,Doha,"Beside Jarir Bookstore, Jaidah Square, Al Matar Street, Umm Ghuwailina, Doha",Umm Ghuwailina,"Umm Ghuwailina, Doha",51.54457591,25.27301974,Italian,400,Qatari Rial(QR),No,No,No,No,4,4.5,Dark Green,Excellent,145
6401054,Kloof Street House,189,Cape Town,"30 Kloof Street, Gardens, Cape Town",Gardens,"Gardens, Cape Town",18.4125,-33.9285,Mediterranean,350,Rand(R),No,No,No,No,4,4.5,Dark Green,Excellent,356
6401485,The Creamery,189,Cape Town,"Newlands Quarter, Dean Street, Newlands, Cape Town",Newlands,"Newlands, Cape Town",18.46195,-33.970286,"Desserts, Ice Cream",110,Rand(R),No,No,No,No,2,4.5,Dark Green,Excellent,328
6318213,Balay Dako,162,Tagaytay City,"Aguinaldo Highway, Tagaytay City",Tagaytay City,"Tagaytay City, Tagaytay City",120.951589,14.101834,Filipino,1200,Botswana Pula(P),Yes,No,No,No,3,4.5,Dark Green,Excellent,211
5916085,Dem Karakï¿½_y,208,ï¿½ï¿½stanbul,"Kemankeï¿½ï¿½ Karamustafa Paï¿½ï¿½a Mahallesi, Hoca Tahsin Sokak, No 17, Beyoï¿½ï¿½lu, ï¿½ï¿½stanbul",Karakï¿½_y,"Karakï¿½_y, ï¿½ï¿½stanbul",28.9782365,41.02463331,Cafe,35,Turkish Lira(TL),No,No,No,No,2,4.5,Dark Green,Excellent,761
6304287,Izakaya Kikufuji,162,Makati City,"Little Tokyo, 2277 Chino Roces Avenue, Legaspi Village, Makati City","Little Tokyo, Legaspi Village, Makati City","Little Tokyo, Legaspi Village, Makati City, Makati City",121.014101,14.553708,Japanese,1200,Botswana Pula(P),Yes,No,No,No,3,4.5,Dark Green,Excellent,591
